Item,OverrideName,OverrideDescription,IconName,TypeA,TypeB,Rank,Rarity,MaxStackCount,Weight,Price,SortID,bInTreasureBox,bNotConsumed,bEnableHandcraft,TechnologyTreeLock,ItemStaticClass,ItemDynamicClass,ItemActorClass,ItemStaticMeshName,VisualBlueprintClassName,VisualBlueprintClassSoft,DropItemType,Editor_RowNameHash,RestoreSatiety,RestoreConcentration,RestoreSanity,RestoreHealth,GrantEffect1Id,GrantEffect1Time,GrantEffect2Id,GrantEffect2Time,GrantEffect3Id,GrantEffect3Time,Durability,ElementType,bSleepWeapon,MagazineSize,SneakAttackRate,PhysicalAttackValue,HPValue,PhysicalDefenseValue,ShieldValue,MagicAttackValue,MagicDefenseValue,PassiveSkillName,WazaID,CorruptionFactor,FloatValue1
Handgun_NPC,ITEM_NAME_NPC_WEAPON,None,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponHandgun,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,Handgun_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2099615741,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,7,1.0,80,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LaserRifle_NPC,ITEM_NAME_NPC_WEAPON,None,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,LaserRifle_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1018703210,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,7,1.0,100,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Herbs,None,None,Herbs,EPalItemTypeA::Food,EPalItemTypeB::Medicine,1,0,9999,0.2,240,4100,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-549119904,1,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Medicines,None,None,Medicines,EPalItemTypeA::Food,EPalItemTypeB::Medicine,2,0,9999,0.2,800,4101,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,68098250,1,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LuxuryMedicines,None,None,LuxuryMedicines,EPalItemTypeA::Food,EPalItemTypeB::Medicine,3,0,9999,0.2,3000,4102,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,771313037,1,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
MindControlDrug,None,None,MindControlDrug,EPalItemTypeA::Food,EPalItemTypeB::Medicine,4,0,9999,0.2,10000,4103,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-805342986,1,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Poppy,None,None,Poppy,EPalItemTypeA::Food,EPalItemTypeB::Drug,1,0,9999,0.2,240,4120,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1765283416,1,0,5,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Opium,None,None,Opium,EPalItemTypeA::Food,EPalItemTypeB::Drug,2,0,9999,0.2,10000,4121,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-230988913,1,0,30,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Narcotic,None,None,Narcotic,EPalItemTypeA::Food,EPalItemTypeB::Drug,3,0,9999,0.2,40000,4122,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1391444195,1,0,60,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
StatusPointResetSan,None,None,StatusPointResetSan,EPalItemTypeA::Food,EPalItemTypeB::Drug,4,0,9999,0.2,10000,4123,False,True,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1924528994,1,0,1,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HomingSphereLauncher,None,None,HomingSphereLauncher,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,0,1,30.0,460000,622,False,True,False,0,CommonWeapon,CommonWeapon,HomingSphereLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1226634247,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
IronArmor,None,None,IronArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,3,0,1,35.0,9840,1040,False,False,False,0,CommonArmor,CommonArmor,IronArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,278916406,0,0,0,0,0,0.0,0,0.0,0,0.0,1500,EPalElementType::None,False,0,1.0,0,500,150,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
IronHelmet,None,None,IronHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,3,0,1,12.0,5240,1130,False,False,False,0,CommonArmor,CommonArmor,IronHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1885793536,0,0,0,0,0,0.0,0,0.0,0,0.0,1500,EPalElementType::None,False,0,1.0,0,250,100,0,0,0,None,EPalWazaID::None,0.0,0.0
IronIngot,None,None,IronIngot,EPalItemTypeA::Material,EPalItemTypeB::MaterialIngot,2,0,9999,5.0,320,5102,False,True,False,0,None,None,None,None,IronIngot,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1925408434,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
IronOre,None,None,IronOre,EPalItemTypeA::Material,EPalItemTypeB::MaterialOre,2,0,9999,10.0,800,9999,False,True,False,0,None,None,None,None,BP_Item_SteelOre,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_SteelOre.BP_Item_SteelOre_C', 'SubPathString': ''}",EPalDropItemType::None,-115661046,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Kitsunebi_Fire,None,None,Pilot_light,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,1.0,200,9999,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1733581844,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LargeBullet,None,None,LargeBullet,EPalItemTypeA::Ammo,EPalItemTypeB::ConsumeBullet,1,0,9999,0.0,10,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,363530303,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LaserBullet,None,None,LaserBullet,EPalItemTypeA::Ammo,EPalItemTypeB::ConsumeBullet,1,0,9999,0.0,10,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-711853093,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LaserRifle,None,None,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,99,0,1,18.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,LaserRifle,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1119324698,0,0,0,0,0,0.0,0,0.0,0,0.0,2000,EPalElementType::None,False,10,1.0,10000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Default,None,None,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,0,1,30.0,324000,600,False,True,False,0,CommonWeapon,CommonWeapon,NormalLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1467468725,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,1,1.0,10000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Meat,None,None,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,0,1,30.0,324000,610,False,True,False,0,CommonWeapon,CommonWeapon,MeatLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1461899008,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,1,1.0,20,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Leather,None,None,Leather,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,2.0,150,5051,False,True,False,0,None,None,None,None,BP_Item_LeatherRaw,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_LeatherRaw.BP_Item_LeatherRaw_C', 'SubPathString': ''}",EPalDropItemType::None,1020801315,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Leather2,None,None,Leather2,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,1,9999,2.0,10,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1596231384,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
MachineParts,None,None,MachineParts,EPalItemTypeA::Material,EPalItemTypeB::MaterialProccessing,1,0,9999,2.0,1600,5082,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,434410668,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
MachineParts2,None,None,ElectronicCircuit,EPalItemTypeA::Material,EPalItemTypeB::MaterialProccessing,3,0,9999,2.0,1000,5084,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1234614898,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Meat,None,None,Meat,EPalItemTypeA::Food,EPalItemTypeB::FoodMeat,1,0,9999,1.0,100,4002,False,False,False,0,CommonConsume,None,None,None,BP_Item_MeatRaw,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_MeatRaw.BP_Item_MeatRaw_C', 'SubPathString': ''}",EPalDropItemType::None,-97996503,18,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
Meat2,None,None,Meat2,EPalItemTypeA::Food,EPalItemTypeB::FoodMeat,1,1,9999,2.0,250,9999,False,True,False,0,CommonConsume,None,None,None,BP_Item_MeatMarbledRaw,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_MeatMarbledRaw.BP_Item_MeatMarbledRaw_C', 'SubPathString': ''}",EPalDropItemType::None,-1801765403,40,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.8333333,0.0
PalSphere,None,None,CapturePrism,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,1,0,9999,0.1,120,1,False,False,False,0,CommonWeapon,None,PalSphere,PalSphere,BP_Item_PalSphere,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphere.BP_Item_PalSphere_C', 'SubPathString': ''}",EPalDropItemType::None,781717301,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Mega,None,None,PalSphere_Mega,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,2,0,9999,0.1,920,2,False,False,False,0,CommonWeapon,None,PalSphereMega,PalSphereMega,BP_Item_PalSphereMega,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphereMega.BP_Item_PalSphereMega_C', 'SubPathString': ''}",EPalDropItemType::None,-2097319216,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Giga,None,None,PalSphere_Giga,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,3,1,9999,0.1,1520,3,False,False,False,0,CommonWeapon,None,PalSphereGiga,PalSphereGiga,BP_Item_PalSphereGiga,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphereGiga.BP_Item_PalSphereGiga_C', 'SubPathString': ''}",EPalDropItemType::None,2145351049,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Tera,None,None,PalSphere_Tera,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,4,2,9999,0.1,4240,4,False,False,False,0,CommonWeapon,None,PalSphereTera,PalSphereTera,BP_Item_PalSphereTera,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphereTera.BP_Item_PalSphereTera_C', 'SubPathString': ''}",EPalDropItemType::None,1646621595,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Master,None,None,PalSphere_Master,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,5,3,9999,0.1,9880,5,False,False,False,0,CommonWeapon,None,PalSphere_Master,PalSphere_Master,BP_Item_PalSphere_Master,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphere_Master.BP_Item_PalSphere_Master_C', 'SubPathString': ''}",EPalDropItemType::None,-50804963,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Legend,None,None,PalSphere_Legend,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,6,4,9999,0.1,45200,6,False,False,False,0,CommonWeapon,None,PalSphere_Legend,PalSphere_Legend,BP_Item_PalSphere_Legend,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphere_Legend.BP_Item_PalSphere_Legend_C', 'SubPathString': ''}",EPalDropItemType::None,1461043779,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Robbery,None,None,PalSphere_Robbery,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,3,1,9999,1.0,5500,7,False,False,False,0,CommonWeapon,None,PalSphere_Robbery,PalSphere_Robbery,BP_Item_PalSphere,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphere.BP_Item_PalSphere_C', 'SubPathString': ''}",EPalDropItemType::None,-656487338,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PalSphere_Debug,None,None,CapturePrism,EPalItemTypeA::SpecialWeapon,EPalItemTypeB::SPWeaponCaptureBall,99,99,9999,0.0,1,8,False,False,False,0,CommonWeapon,None,PalSphere_Debug,PalSphere_Debug,BP_Item_PalSphere_Debug,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_PalSphere_Debug.BP_Item_PalSphere_Debug_C', 'SubPathString': ''}",EPalDropItemType::None,-581681705,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,100.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Pan,None,None,Pan,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,1,0,9999,0.3,200,4023,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-664051010,27,0,4,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
PenguinLauncher,None,None,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,99,3,1,30.0,777777,9999,False,True,False,0,CommonWeapon,CommonWeapon,PenguinLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1968776249,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,1,1.0,10000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Pickaxe_Tier_00,None,None,PickAxe_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponMelee,1,0,1,10.0,200,120,False,True,False,0,CommonWeapon,CommonWeapon,Pickaxe_Tier_00,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1273709972,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,0,1.0,20,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Pickaxe_Tier_01,None,None,PickAxe_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponMelee,2,0,1,15.0,2800,121,False,True,False,0,CommonWeapon,CommonWeapon,Pickaxe_Tier_01,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1157149592,0,0,0,0,0,0.0,0,0.0,0,0.0,250,EPalElementType::None,False,0,1.0,30,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Pickaxe_Tier_02,None,None,PickAxe_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponMelee,3,0,1,20.0,7000,122,False,True,False,0,CommonWeapon,CommonWeapon,Pickaxe_Tier_02,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1719773425,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,60,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Pickaxe_Tier_03,None,None,PickAxe_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponMelee,3,0,1,25.0,33000,123,False,True,False,0,CommonWeapon,CommonWeapon,Pickaxe_Tier_03,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1526144284,0,0,0,0,0,0.0,0,0.0,0,0.0,400,EPalElementType::None,False,0,1.0,75,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PumpActionShotgun,None,None,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,3,0,1,20.0,153600,410,False,True,False,0,CommonWeapon,CommonWeapon,PumpActionShotgun,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,518447543,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,8,1.0,220,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PV_AssaultRifle_Default1,ITEM_NAME_PV_ITEMS,None,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,999,999,1,0.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,PV_NormalAssaultRifle,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-395350560,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,20,1.0,50,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
RocketLauncher_NPC,ITEM_NAME_NPC_WEAPON,None,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,RocketLauncher_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1768913568,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,1,1.0,5000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
SniperRifle_Default,None,None,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponSniperRifle,1,0,1,25.0,20000,9999,False,True,False,0,CommonWeapon,CommonWeapon,NormalSniperRifle,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-802017089,0,0,0,0,0,0.0,0,0.0,0,0.0,500,EPalElementType::None,False,4,1.0,1000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
AssaultRifle_NPC,ITEM_NAME_NPC_WEAPON,None,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,AssaultRifle_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-360728846,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,15,1.0,140,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
BowGun_NPC,ITEM_NAME_NPC_WEAPON,None,Bow,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponCrossbow,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,BowGun_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-487806926,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,1,1.0,200,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Seed_Tmp,None,None,Seed,EPalItemTypeA::Consume,EPalItemTypeB::ConsumeSeed,1,0,9999,0.1,10,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-327508633,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Sharkkid_Scale,None,None,Sharkkid_Scale,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,3,2,9999,1.0,200,9999,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1077454137,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Shotgun_NPC,ITEM_NAME_NPC_WEAPON,None,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,Shotgun_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1233710995,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,3,1.0,250,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FlameThrower_NPC,ITEM_NAME_NPC_WEAPON,None,FlameThrower_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponFlameThrower,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,FlameThrower_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2146970359,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,3,1.0,10,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
GatlingGun_NPC,ITEM_NAME_NPC_WEAPON,None,FlameThrower_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponGatlingGun,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,GatlingGun_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-64039172,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,100,1.0,10,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FragGrenade_NPC,ITEM_NAME_NPC_WEAPON,None,FlameThrower_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,99,0,1,99999.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,FragGrenade_NPC,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,526838913,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,100,1.0,300,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
SingleShotRifle,None,None,SingleShotRifle,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,3,0,1,20.0,37600,510,False,True,False,0,CommonWeapon,CommonWeapon,SingleShotRifle,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1307544149,0,0,0,0,0,0.0,0,0.0,0,0.0,1000,EPalElementType::None,False,1,1.0,1100,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
SmallBullet,None,None,SmallBullet,EPalItemTypeA::Ammo,EPalItemTypeB::ConsumeBullet,1,0,9999,0.0,10,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1204078245,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
InkBullet,None,None,InkBullet,EPalItemTypeA::Ammo,EPalItemTypeB::ConsumeBullet,2,0,9999,0.05,10,28,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1552603780,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HandgunBullet,None,None,HandgunBullet,EPalItemTypeA::Ammo,EPalItemTypeB::ConsumeBullet,2,0,9999,0.025,120,21,False,True,False,0,None,None,None,None,BP_Item_RifleBullet,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_RifleBullet.BP_Item_RifleBullet_C', 'SubPathString': ''}",EPalDropItemType::None,-1159120717,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
